id,name,actors,directors,introduction,imgPath,status,playCount,doubanLink,doubanId,yearId,languageId,regionId,categoryId,createdAt,updatedAt
1,单身男女,高圆圆 吴彦祖 古天乐 林雪 尹子维 贾晓晨,杜琪峰,从内地来港任职投资分析员的程子欣(高圆圆饰)，在香港的感情生活与事业也并不如意，前男友原是有妇之夫，市场又面临金融危机，工作时刻紧张，唯一安慰是对面商厦窗前一名叫张申然(古天乐饰)的俊男经常向她为隔空打情骂俏，有时还会互相鼓励。子欣有次在电车内，碰见了前男友与其怀孕妻子一起，子欣落荒而逃，差点儿在马路被车撞到，幸而，给一个打扮似乞丐的男生方启宏(吴彦祖饰)救了。子欣为了感恩，把前男友的东西全部送予启宏来变买。原来，启宏是一名失意建筑师，而且经常买醉，最后子欣鼓励他戒酒，从头做起，还把一只角蛙留下来陪他。天意弄人，子欣本来决定与申然见面来一次真正约会，但申然却更跟了另一个美女走了。子欣伤心得像失恋似的。亦因此忘记跟了跟启宏的另一个约定，留下启宏与角蛙在公园呆等。子欣的感情事再次触礁。三年之后，申然竟成了子欣的老板，子欣极憎恨这眼中的「贱男」，但申然却想娶她为妻子，此时，启宏戒酒后成为了国家著名建筑师，又搬往子欣办公室对面的大厦工作，两人重遇隔空再续前缘。事业有成的启宏对子欣热烈追求，申然才惊觉要快马加鞭，凑成两男一女的三角关系。--Tommy推荐。,20130504080649.jpg,高清版,3252,NULL,NULL,3,1,3,1,1569943517,1569943517
3,反恐24小时第二季,基弗萨瑟兰 莎拉·温特 丹尼斯·海斯伯特,罗伯特·考区兰,美国政府得到情报：恐怖分子控制了一枚核弹，就在洛杉矶，预定今天内要爆炸。所以…介于此特殊情况，休假中的总统被召回，各部门都被调动起来，连离开ctu一年的杰克.鲍尔也被要求返回总部。总统亲自致电，杰克克服了之前失去妻子所受的伤痛，重新回到这支队伍中来，因为他要保护更多的美国市民。唯一让他放心不下的便是自己的独生女儿琴，琴自从自己的妈妈死后一直不肯原谅爸爸，在一户人家当保姆。恐怖分子正在准备炸弹，这将是不平凡的一天的开端……,20130504082546.jpg,全集,3547,NULL,NULL,1,1,1,2,1569943541,1569943541
6,反恐24小时第三季,基弗·萨瑟兰 伊丽莎·库斯伯 卡洛斯·博纳德,强·卡萨,"由基弗·萨瑟兰，伊丽莎·库斯伯，卡洛斯·博纳德等出演的王牌美剧。强·卡萨指导，JoelSurnow,RobertCochran编剧。故事接上一季风格，情节更为紧张曲折，随着杰克惟一亲人———女儿金加入反恐小组后，全剧由四个线索变成三个：杰克、大卫·帕姆、CTU小组（包括了杰克的女儿）展开。",20130504084931.jpg,全集,3422,NULL,NULL,1,1,1,2,1569943542,1569943542
7,武林外传,闫妮 姚晨 沙溢 喻恩泰 倪虹洁 姜超 肖剑 午马 岳跃利 张檬,尚敬,电影版的故事与电视剧完全不同。据悉，影片的故事围绕“同福客栈”面临被拆迁的处境展开，佟掌柜在带领“众侠”与地产商进行斗智斗勇的同时，片中主要角色也因各自的现状伤透脑筋：郭芙蓉与秀才成亲后，为了孩子积极筹划买房，最后却只买得一处牛棚；佟湘玉和白展堂喜结良缘后苦于没有小孩，使得佟掌柜一见郭芙蓉说话就变得酸溜溜。导演尚敬表示，电影保留了电视剧中人物的性格特点，但故事非常新鲜，“既反映现实也不乏温情，而且决不是恶搞。”,1534585055162.jpg,完结,2129,NULL,NULL,3,2,2,1,1569943542,1569943542
9,奋斗电影版,李晨，董璇,马伟豪,影片根据电视版《奋斗》改编。一座大都市，两对半恋人，六个好朋友的奋斗故事。青春不仅仅是奋斗，更是享受……,20130504092113.png,标清版,1187,NULL,NULL,3,2,2,1,1569943542,1569943542
10,反恐24小时第一季,基弗·萨瑟兰 莱斯利·霍普 玛丽·莱恩·莱杰斯库,NULL,主角美国政府反恐怖组织成员包杰克（JackBauer）正于妻子包达丽（TeriBauer）和女儿包金帕（KimberlyBauer）在家中，一切如常。未料金帕偷偷离开，当杰克和妻子发现金帕又跑在外时，杰克忽然接到组织急召，原来组织收到消息，有一恐怖组织正进行暗杀总统候选人柏大卫（DavidPalmer）的行动。反恐怖组织上下顿时气氛紧张，杰克上司更叮嘱杰克要秘密进行调查，更不可随便泄露行踪；因为他怀疑组织内部可能暗藏著奸细，而且，数目可能不只一个......,20130504092531.jpg,全集,4365,NULL,NULL,1,1,1,2,1569943543,1569943543
30,21克,西恩·潘  娜欧密·华兹 ,阿加多·冈萨雷斯·伊纳里多,传说人死亡时身体会消失21公克。也许是一个铜板的重量、一只蜂鸟的重量、一条巧克力的重量……也许，也是一个人灵魂的重量。保罗，一名大学的数学教授，患有严重的心脏病，站在鬼门关上的他竟然意外地死里逃生，成功的移植手术使他获得重生，但是他与妻子的关系却没能得到挽救；杰克，曾经是酒鬼和犯罪分子，在一名牧师的帮助指导下，他的生活得以重建，不仅成为青少年咨询顾问，还是正直善良的好父亲，可他的妻子有时候却暗暗希望他还能保留一点过去的性格。事实上，杰克被沉重的精神负担所困，内心充满愧疚，似乎没有可能再得到希望与救赎；克里斯汀，她曾经沉溺于毒品和派对，她改过自新后却因一起灾难性的事件，生活发生可怕的逆转。她退守到过去，并拒绝未来；在生与死的十字路口上，一桩交通事故让这三个人的命运轨道交汇，陷入复仇与宽恕的漩涡中。,20130507103826.jpg,完结,1502,NULL,NULL,1,1,1,1,1569943547,1569943547
33,白色星球,Jean-Louis·Étienne,蒂埃里·皮昂塔尼达 蒂埃里·拉格贝尔,北极，一个与我们隔离的星球。海上的浮冰、无边的平原以及独特的动物形成了一个美丽而神秘的白色星球。母北极熊在她的雪洞中生下了她的两个幼熊。小熊们正在慢慢长大，他们开始练习捕食，但骨子里还是一帮贪玩的孩子。现在母熊有三个月的时间来给孩子们喂食，在这个短暂的捕食季节中，每一天都极其珍贵。母熊以无比的耐心捕获了一只海豹，她的孩子们也享受了一顿美妙的盛宴。,白色星球.bmp,完结,451,NULL,NULL,1,1,1,1,1569943548,1569943548
34,BJ单身日记2,芮妮·齐薇格 柯林·菲尔斯 休·格兰特 ,比班·基德龙 ,布里奇特琼斯（蕾妮齐维格饰）自从与律师马克达西（科林菲尔斯饰）坠入爱河后，心想着与男友终成眷属的布...,20130507105402.jpg,完结 ,405,NULL,NULL,1,1,1,1,1569943548,1569943548
36,阿拉蕾,阿拉蕾怪博士,鸟山明,"修复资源链接错误问题。则卷小云是则卷千兵卫制造的仿真机器人,虽然有初中生的身高,也有高强的学习能力,但只有幼稚园生的心智.力大无穷,但破坏多于建设.喜爱玩弄地上的粪便或将头颅和身体分离.制造阿拉蕾的过程发生小故障,影响了视力,所以要佩戴眼镜.阿拉蕾什么都不吃,但必需喝一种名为“机械维单A“的饮品,否则无法补充能源.",20130507110147.jpg,完结,8335,NULL,NULL,1,5,4,3,1569943548,1569943548
38,阿童木,弗莱迪·海默 克里斯汀·贝尔 尼古拉斯·凯奇 塞缪尔·杰克逊 查理兹·塞隆 比尔·奈伊 唐纳德·萨瑟兰,大卫·博维斯,日常洗版@20160417。在未来世界，由于痛失爱子，天才科学家天马博士（尼古拉斯·凯奇NicolasCage配音）创造出了机械人阿童木（弗莱迪·海默FreddieHighmore配音），想以此来作为儿子的替身，寻找安慰。虽然，阿童木拥有博士儿子的情感和记忆，而且先进的程序还在不断完善其情绪，并让他富有同情心。可是，博士始终无法接受失子之痛，对阿童木也不能正确对待，并认为他不是人类而将其抛弃。阿童木沦落为无家可归的流浪儿，而且还备受军方的四处通缉，并最终被抓住。军方要求天马博士拿掉阿童木的能源，让它变成军方机器人的能源配备。在最后时刻，天马博士突然醒悟，并协助阿童木逃走。面对军方的围追堵截，阿童木奋起反抗，最终一场惊世大战一触即发。在不断的旅行过程中，阿童木也逐渐成长，他也接受了自己这机械与人类结合的设计，并肩负起全人类生死存亡的重任。,20160417062314.jpg,完结,1457,NULL,NULL,1,5,4,1,1569943549,1569943549
42,观音山,张艾嘉 范冰冰  陈柏霖  肥龙  方励,李玉,在四川的小县城里，彷徨着3个充满迷茫的年轻人：远离家庭纷扰的女孩南风（范冰冰饰）、对父亲（方励饰）心怀芥蒂的丁波（陈柏霖饰）以及家庭富裕却得不到半点温暖的肥皂（肥龙饰）。他们天天聚在一起玩乐喧闹，品味着青春的快意与失落。因所租的房屋改建，他们辗转租住了京剧演员常月琴（张艾嘉饰）的房子。这是一个有着坎坷命运的女人，上苍的不公令她与周围的人格格不入，更不要说这几个与之同住一个屋檐下、无论从年龄还是阅历都有着莫大鸿沟的孩子。南风各自的生活中本就烦恼不断，与常月琴更是摩擦重重。然而随着时间的推进，这几个孤独的人儿都从彼此的身上感受到了些微的温暖……2010年第23届东京国际电影节最佳女演员-范冰冰。韩寒和范晓萱两个重量级人物携手助阵为影人创作主题词曲。,20130507111338.jpg,完结,1130,NULL,NULL,3,2,2,1,1569943549,1569943549
44,冰河世纪2,　约翰·雷吉扎默John Leguizamo .... Sid (voice),凯萝丝·山达纳 Carlos Saldanha,在《冰河世纪2》中，地球上的冰河期就快要结束了，大大小小的动物们都在欢天喜地的庆祝水世界的即将来临，一片歌舞升平。然而迭哥（丹尼斯·劳瑞配音）、希德（约翰·莱格扎莫配音）和曼尼（雷·罗曼诺配音）在享受和煦阳光的同时却发现大势不妙，溶化的雪水即将湮没她们的村庄，他们必须承担起警告所有居民从灾区撤离的艰巨责任。同样简单不复杂的剧情，带来了我们的全球超重量级英雄人物，全身毛茸茸、心地善良的长毛象曼尼，嗜吃的树獭希德和凶暴的剑齿虎迭哥。,20130507111620.jpg,完结,597,NULL,NULL,1,1,1,1,1569943550,1569943550
46,冰河世纪3,雷·罗马诺/Ray Romano,卡洛斯·沙尔丹哈,好不容易度过冰原时期的冻冻危机，也化解了冰河融化时的危机，《冰河世纪3》一开场，曼尼跟艾莉正在期待小长毛象的诞生；迭戈开始怀疑自己到底有没有资格成为一只剑齿虎，因为“练习”吃素的他莫名地变温柔了；希德则依然贪生怕死，但凭着“天上小鸟都会飞下来让他烤”的本事，此时正开创人生的第二春，抢着当起恐龙宝宝的娘来了；而执著于橡实的松鼠斯克莱特特则终于要走桃花运了。,20130507112025.jpg,完结,584,NULL,NULL,1,1,1,1,1569943550,1569943550
54,功夫熊猫,杰克·布莱克，达斯汀·霍夫曼，成龙,马克·奥斯本 约翰·斯蒂文森,"《功夫熊猫》是一部以中国功夫为主题的美国动作喜剧电影，本片以中国古代为背景，其景观、布景、服装以至食物均充满中国元素。故事讲述了一只笨拙的熊猫立志成为武林高手的故事。该片由约翰·斯蒂芬森和马克·奥斯本指导，梅丽·莎科布制片。本片配音演员有杰克·布莱克、成龙、达斯汀·霍夫曼、安吉丽娜·朱莉、刘玉玲、塞斯·罗根、大卫·克罗素和伊恩·麦西恩等。2008年5月，影片一上映就席卷全球，在全球取得631,744,560美元的票房成绩。",20130507114230.jpg,完结,880,NULL,NULL,1,2,2,1,1569943552,1569943552
58,爱情呼叫转移Ⅱ：爱情左灯右行,林嘉欣 邓超 黄渤 范伟 古巨基 黄磊 苏有朋 佟大为 黄晓明 保阪尚希 陆毅 聂远 林申 张峻宁 白冰 丛珊 孟广美 徐峥  朱时茂,张建亚,当红电视情感节目主持人聂冰（林嘉欣饰）在年过三十之际突然感到情感上的困惑：她的父母婚姻失败，母亲（丛珊饰）整日唠唠叨叨，父亲（朱时茂饰）娶了聂冰的小学同学，追求者由爱生恨恶语相向……这一切都让她疲惫不堪。某日，聂冰遇到一个奇怪的天使（黄渤饰），天使送给她一辆神奇的汽车，只要每次转弯时打着左灯向右行，她就会碰到一个不同类型的男子，一共12个类型！这样的遭遇不可谓不奇特，心怀疑惑的聂冰开始与白马王子候选人们一一邂逅。滔滔不绝的保险推销员（古巨基饰）、自恋无比的选秀狂人（苏有朋饰）、独断自大的律师（陆毅饰）、忧郁内向的艺术家（黄磊饰）……这些男人虽各有各的优点，却又各有其乖张之处。他们令聂冰难以忍受，几近崩溃……,20130507115128.jpg,完结,1143,NULL,NULL,1,2,2,1,1569943553,1569943553
61,机器人总动员,本·伯特/Ben Burtt,安德鲁·斯坦顿,更换片源@2015/11/23。《机器人总动员》是2008年一部由安德鲁·斯坦顿编导，皮克斯动画工作室制作、迪士尼电影发行的电脑动画科幻电影。故事讲述地球上的清扫型机器人瓦力爱上了女机器人伊娃（EVE）后，跟随她进入太空历险的故事。本片普遍被认为讽刺了美国的生活方式，包括肥胖、环境破坏、消费主义、领导能力等问题。本片的番外篇《电焊工波力》，是一个基于电影的动画短片。本片全球票房超过5.2亿美元，获得第81届奥斯卡最佳动画长片奖。,20151123035912.jpg,完结,1279,NULL,NULL,1,1,1,1,1569943553,1569943553
68,暴力街区, 塞瑞尔·拉菲利 大卫·贝利  菲利普·托雷顿 ,帕特里克·亚力桑德罗 ,《暴力13街区：终极》依然由大卫·贝利和塞瑞尔·拉菲利主演，故事故事设置在上一部的两年后的2015年，政府.,20130507120402.jpg,完结,933,NULL,NULL,1,6,1,1,1569943555,1569943555
71,德州电锯杀人狂前传,乔丹娜·布鲁斯特 安德鲁·布莱尼,乔纳森·理贝斯曼,风车，黄昏，呼吸不顺、看不到尽头的荒凉17号公路。1969年，越战正进行得如火如荼。迪恩和哥哥埃里克以及两人各自的女朋友贝莉和克里丝开始了穿越德克萨斯之旅，对在部队里呆了不短时间的埃里克来说，这是弟弟入伍前最后一次找乐子，因为弟弟18岁，已经到了参军的年龄；可对于不相信战争也不希望入伍的迪恩而言，却是和女朋友逃往墨西哥的道路。,20130508041041.jpg,完结,2039,NULL,NULL,1,1,1,1,1569943555,1569943555
75,假如爱有天意,孙艺珍/Ye-jin Son 曹承佑/Seung-woo Cho 赵寅成/In-seong Jo 李基宇/Ki-woo Lee,郭在容/Jae-young Kwak,修正片源问题@2015/11/28。梓希跟秀景是同校的大学生，她们双双暗恋戏剧学会的尚民。一向较为主动外向的秀景电影海报(18张)要求梓希代写情书给尚民。梓希便将自己对尚民的情感毫无保留地抒发出来，却被迫要写上秀景的名字。尚民看过那些情书后深受感动...,20130507121233.jpg,完结,2093,NULL,NULL,1,4,4,1,1569943556,1569943556
80,傲慢与偏见,凯拉·奈特莉 马修·麦克费登,乔·怀特,班纳特太太最大的人生目标就是给她的五个女儿找到如意郎君。可惜天不从人愿，二女儿伊丽莎白偏能找出100个不愿结婚的理由...,20130507122136.jpg,完结,2248,NULL,NULL,1,1,1,1,1569943557,1569943557
81,宝贝计划,成龙 许冠文 古天乐 蔡卓妍 高圆圆 陈宝国 元彪 余安安,陈木胜,故事围绕一个刚出生的宝宝开始。人字拖（成龙饰）虽有不凡的身手，可是终日沉迷赌博毫无人生目标，便与包租公（许冠文饰）、八达通（古天乐饰）一起爆窃，干着偷偷摸摸的犯罪事。城中女富豪（余安安饰）唯一的孙子出生后，包租公受不了金钱的诱惑，答应把宝宝偷给黑帮老大，以证明BB是否自己死去的儿子与前女友的孩子。成功偷得孩子后，一连串发生的事情，使人字拖及八达通改变了自己的人生观念。人字拖开始关心家人，八达通也看到了自己老婆（蔡卓妍饰）的不易，开始重新做人。在包租公及黑势利的威胁下，他们还是要把偷来的BB交出来，到底又会发生些什么事，故事有会否大团圆结局呢？,20130507122207.jpg,完结,1029,NULL,NULL,1,2,2,1,1569943557,1569943557
83,冥界篇,折笠富美子，古谷 彻，张颂欣，梁伟德,山内重保,圣斗士星矢冥王篇讲述的是雅典娜的圣斗士与海皇一战后，与冥王哈迪斯进行的战斗。漫画版包括《圣斗士星矢》19卷到28卷的内容，动画版包括冥王十二宫篇、冥王哈迪斯冥界篇前章、冥王哈迪斯冥界篇后章和冥王哈迪斯极乐净土篇四部分。,20130507122335.jpg,完结,2030,NULL,NULL,1,5,4,1,1569943558,1569943558
85,汽车总动员,欧文·威尔逊， 邦尼·亨特， 保罗·纽曼,约翰·拉塞特,《汽车总动员》是一部由皮克斯动画工作室制作的一部动画电影，讲述的是一辆名叫“闪电麦坤”的赛车在为赶往加州参加比赛的路上，误打误撞闯入已经被废弃的66号公路旁一个貌不惊人的陌生小镇，横冲直撞的他毁了镇民不少财产，为了尽快上路，麦坤不得不答应做义工，和小镇居民打成一片的故事。影片另有同名游戏。,20130507122557.jpg,完结,575,NULL,NULL,1,1,1,1,1569943558,1569943558
86,别拿自己不当干部,冯巩 闫妮 牛群 王澜 刘金山,冯巩,王喜（冯巩饰），是天津某纺织厂的工长。就是这个芝麻大点儿，愣让王喜当出大领导的感觉。当然他可不是以权谋私什么的，而是对自己高标准严要求。况且手下200多号人绝大多数都是女同志，不拿出点儿真本事来实在镇不住。王喜不仅对自己要求严，连家人也不例外。在豆腐厂工作的妻子张芸（王澜饰）每次单位福利发酱豆腐时都把瓶子破的留给自己，儿子王小强（张乃文饰）更是将老爹的“为官为人之道”背得滚瓜烂熟。按王喜的话说，“咱要拿自己不当干部，那就没人拿咱当干部了！”,20130507122630.jpg,完结,1321,NULL,NULL,1,2,2,1,1569943558,1569943558
87,电锯惊魂5,托宾·贝尔 斯科特·帕特森 朱莉·本茨,大卫·哈克尔,万众期待的恐怖系列——《电锯惊魂》的第五部续集继续讲述拼图杀人狂约翰·克莱默(托宾·贝尔饰）的故事。更熟悉的叫法应该是“竖锯”，一个头脑冷静的连环杀人魔，癖好是从受害者身上割下一点点皮肤做拼图。事实上，“竖锯”与美剧《嗜血判官》中的主角有异曲同工之处，都喜欢找社会渣滓（强奸犯、杀人犯等）下手，不同的是，“竖锯”采用的方式更具创造性。他那种仪式化的杀人模式全都需经过一番脑力劳动，而且在设计上总离不开刀片、齿轮、定时器等小道具。,20130507122734.jpg,完结,2454,NULL,NULL,1,1,1,1,1569943559,1569943559
89,悲伤电影,林秀晶 车太贤 郑雨盛 李基宇 孙泰英,权宗冠,该片在平行推进中描写了四段悲伤的恋情：拳击陪练河锡（车太贤饰）厌倦了做人肉沙袋的饭碗。一次偶然的机会，他找到一份新的职业——分手代理。这份工作让他见识了太多的悲悲伤电影的剧照(6张)欢离合，并坚定了对女友淑贤（孙泰英饰）的爱，但是偏偏事与愿违...,20130507122825.jpg,完结,886,NULL,NULL,1,4,4,1,1569943559,1569943559
90,雪地狂奔 Snow Dogs,小库珀·古丁 詹姆斯·柯本 Sisqó 尼切尔·尼克斯,布莱恩·莱温特,迈阿密牙科医生泰德·琼斯（古巴·古丁）意外获知自己成为一份遗产的继承人。以为自己即将成为一个有钱人，当他兴致冲冲地来到阿拉斯加准备继承遗产时，却发现自己继承的遗产竟然是八只拉雪橇的狗。不过这几只狗可不简单，他们一直是北级狗拉雪橇比赛的冠军队。本年度的拉雪橇比赛即将举行，泰德却对这种比赛一无所知。尽管如此，他仍决定参加比赛，不过这些狗显然不愿听从他的指挥并且捉弄他。但泰德并不服输，并开始了他的训练计划，期间则笑料百出……,20130507123041.jpg,完结,654,NULL,NULL,1,1,1,1,1569943560,1569943560
92,博物馆奇妙夜 Night at the Museum,本·斯蒂勒 欧文·威尔逊 罗宾·威廉姆斯 迪克·范·戴克 米基·鲁尼 比尔·考布斯 杰克·切里 瑞奇·热维斯 基姆·瑞弗 派崔克·盖勒,肖恩·利维,拉里•达利（本•斯蒂勒饰）生活似乎不太顺利：经常换工作，居无定所；妻子与他离婚，找了一个证券经纪人，即将再婚，自己在儿子心目中的地位也岌岌可危。达利为了挽救自己的生活，也为了争取到儿子的抚养权，他不得不放弃“做大事”的梦想，成为了纽约自然博物馆的夜间警卫。达利原本以为这是一份无聊的工作，谁知道上班的第一天，不可思议的事情就发生了：博物馆里的法老金牌拥有神奇的魔法，当夜晚来临的时候，馆中所有的标本都会活过来，追逐骨头的霸王龙、爱捣乱的猴子、暴虐的匈奴王、钻木取火的穴居人……将一切弄得不可开交。在26届总统特迪•罗斯福的帮助下，达利好不容易控制住了局面，但是，他马上又遇到了新的麻烦：有人想打法老金牌的主意。职责所在，也是为了博物馆夜晚的奇迹，达利不得不挺身而出。,20130507123355.jpg,完结,832,NULL,NULL,1,1,1,1,1569943560,1569943560
93,蝙蝠侠6：黑暗骑士,克里斯汀-贝尔 希斯-莱杰 摩根-弗里曼, 克里斯托弗·诺兰 ,在警长戈登和地区检察官哈维·丹特的协助下，蝙蝠侠惩恶锄奸的行动越来越顺风顺水，他甚至决定要将穷街陋巷中残余的党匪一网打尽。,20130507123941.jpg,完结,1934,NULL,NULL,1,1,1,1,1569943560,1569943560
95,狮子王,莫伊拉·凯利，罗温·艾金森，马修·布鲁,罗杰·阿勒斯吗，罗伯·明科夫,《狮子王》，1994年6月15日在美国首次上映，是华特迪士尼公司的第32部经典动画长片。主角为一头名叫“辛巴”（Simba）的狮子。本片从莎士比亚的《哈姆雷特》获得灵感，配上宏伟的交响乐，并融合非洲当地的古典音乐；成为迪士尼动画的里程碑作品之一。后来迪士尼又制作了两部续集，分别为《狮子王2：辛巴的荣耀》和《狮子王3：HAKUNAMATATA》。根据电影《狮子王》改编的音乐剧于1997年10月在百老汇公演后，大获好评。同时，迪士尼公司还推出了《狮子王》的儿童图文书。意大利和日本也分别有两部叫作《狮子王》的动画片。,20130507123951.jpg,完结,957,NULL,NULL,1,1,1,1,1569943561,1569943561
96,不能说的秘密,周杰伦 桂纶镁 黄秋生 曾恺玹 苏明明,周杰伦,叶湘伦（周杰伦饰演）与父亲相依为命，父亲（黄秋生饰演）是淡江艺术中学的训导桂纶镁饰演的路小雨主任，湘伦自小在他的培养下，拥有非凡的音乐才华。这天是湘伦转读淡江艺术中学的第一天，当他跟着同学晴依参观校园时，突被一段神秘的钢琴乐曲吸引。湘伦随着琴音引领，走进一间旧琴房...,20130507124408.jpg,完结,1822,NULL,NULL,1,2,2,1,1569943561,1569943561
100,长江七号,周星驰 徐娇 张雨绮 林子聪 冯勉恒 姚文雪,周星驰,周星驰在片中扮演一个穷困潦倒的父亲，和儿子居住在宁波大马路边的一栋破旧房屋里。为了让儿子能够过上好生活，星爷被迫到建筑工地打工，不过却遭遇“民工欠薪”的悲惨待遇，不仅拿不到薪水，还因“闹事”被工头追打。凄凉无比的周爸爸虽然买不起价值上百元的玩具给儿子，但不忍就此放弃，机缘巧合，在垃圾堆里捡到了一个很奇怪的东西。周星驰非常高兴，准备把这个东西当作玩具送给儿子。没想到这个玩具竟然是和外星人联系的通讯器。利用这个通讯器，周星驰一家人联系到了一个很美丽的外星人，外星人为他们不舍不弃的父子情所感动，不仅帮助他们痛罚了学校里欺负他儿子的富家子弟，还惩罚了拖欠工资并殴打周星驰的包工头林子聪……,20130507125156.jpg,完结,741,NULL,NULL,1,2,2,1,1569943562,1569943562
101,暴力街区2,塞瑞尔·拉菲利  大卫·贝利  菲利普·托雷顿,帕特里克·亚力桑德罗 ,在《暴力街区1》的结局中，政府答应恢复13区的学校、警察局等，但政府的努力并没有收到预期的效果，3年后，政府换届，13区更加黑暗,20130507125340.jpg,完结,603,NULL,NULL,1,6,1,1,1569943562,1569943562
102,长毛狗 The Shaggy Dog,蒂姆·艾伦 克里斯汀·戴维斯 史宾塞·布瑞斯林 丹尼·格洛弗 小罗伯特·唐尼,布莱恩·罗宾斯,检察官大卫·道格拉斯(蒂姆·艾伦饰)是一位将事业摆在首位的工作狂，工作起来废寝忘食的他早已忽视了家庭的存在。家里的大小事务都由妻子丽贝卡(克莉丝汀·戴维斯饰)打理着，包括他的两个孩子乔和卡莉也很少感受到父爱的温暖，大卫似乎只把家当作是工作之余的歇息所。渐渐地，丽贝卡与孩子们也习惯于大卫的漠视，一家四口就这样隔离地生活着。在调查一起关于非法生物实验的案件中，大卫发现有个邪恶的博士研制出了一种可以改变人类基因组合的新型生物制品。大卫铤而走险地闯入博士家中，试图发掘更多证据，但没想到却不小心染到还处于实验阶段的生物药品。起初大卫没有在意，但没过多久他就发现自己身上竟然显现出很多牧羊犬的特征，例如像狗一样跑、跳、叼骨头等等。渐渐地，由一开始的牧羊犬特性转化为后来的外形，最后大卫竟然完全变成了一只长毛狗！而与他甚少接触的丽贝卡和孩子们竟然都完全没有发觉。当变成长毛狗的大卫出现在家中时，丽贝卡和孩子们对这个突如其来的“家伙”感到意外，并好心将其收养。此后，“长毛狗大卫”便以不同的身份住在了自己的家中。同时，他也以另一种角度重新看待自己的家庭。从中他感受到丽贝卡的烦恼以及孩子们的寂寞……影片翻拍自迪斯尼1976年出品的喜剧冒险影片《长毛检察官》，片中的蒂姆艾伦是一名过于爱岗敬业的检察官，因此忽略了家庭，一次意外使他跟一只牧羊狗调换了灵魂，在不适当的时候和场合总是变作不适当的身份，因此尴尬百出，但这场意外却逐渐使他意识到家庭的可贵与温暖，以及该如何去当一个称职的爸爸与丈夫……,20130507125501.jpg,完结,520,NULL,NULL,1,1,1,1,1569943562,1569943562
103,长恨歌,郑秀文 梁家辉 苏岩 胡军 吴彦祖,关锦鹏,一个人的生命总是比一座城市的生命要短暂。一个叫王琦瑶的女子在上海繁华过、寂寞过，最后湮没成灰，而上海今天却依然兴旺喧嚣。旧日的上海滩灯红酒绿，王琦瑶从平整有序的民居中走出来，亮了一个相，摘下“上海小姐选美”第三名的桂冠，暗恋她的摄影师程先生知道：这位姑娘要展翅高飞了...,20130507125611.jpg,完结,535,NULL,NULL,1,2,2,1,1569943563,1569943563
104,五尾狐,李荷闫 Lee hea yen,李成疆,《无尾狐》，韩国动画片，由导演李成疆执导，片中有一只叫优比的千年狐，为变成人类一直在寻找蓝色灵魂，和误在地球上迫降的外星人遥遥及其它六只外星人生活在一起，在遇到一个爱上她并且拥有蓝色灵魂的男孩后，不忍杀男孩，还不惜为他献出了自己生命,20130507125724.jpg,完结,332,NULL,NULL,1,4,4,1,1569943563,1569943563
105,非常主播,车太贤 朴宝英 王锡玄 宋河波,姜炯哲,《非常主播》是一部韩国喜剧电影。影片以一个36岁的男人与22岁女儿之间看似荒诞的故事展开，从陌生人到至亲，滑稽的情节却包含了亲情的戏码。2009年6月19日，在第12届上海国际电影节上，《非常主播》获得最佳影片奖。2008年，事故还没有发生！比毒品、整形、性丑闻更加可怕的“过速绯闻”即将登陆！曾经作为偶像明星，被少女Fans们誉为永远的偶像南贤秀(车太铉饰)，现在虽然年龄已有三十五六，但依然还算混的不错的艺人，收听率第一的人气电台DJ。有一天自称是忠实听众，每天都在节目中诉说自己故事的黄正南(朴宝英饰)来到了南贤秀面前说自己是贤秀因“过速”行为生下来的女儿，并开始不依不饶的向贤秀述说，更令人不可思议的是黄正南还带着自己的孩子出现在了南贤秀面前。从贤秀的家到广播电台，无论贤秀走到哪里黄正南都像个跟踪狂一样跟着贤秀，原本完美的人生因为黄正南的出现，贤秀受到了严重的打击，雪上加霜的是由于黄正南从来不顾场合的出现，竟然使南贤秀卷入了与黄正南的绯闻中。我，现在，如果让这个绯闻爆发，那就真的一切都完了！,20130507125758.jpg,完结,1905,NULL,NULL,1,4,4,1,1569943563,1569943563
106,棺木,连凯 莫文蔚 阿南达·爱华灵咸,吕翼谋,本片《棺木》顾名思义，是一部拍给幽闭者的恐怖片。影片将东方人文化中最为神秘、恐怖的符号——棺木，作为恐怖的创意点。影片开始于一场神秘的仪式，人们手拿绿色植物躺在棺木中，为祈祷坏运气赶紧消失。而莫文蔚和男主角阿南达·爱华灵咸在仪式之后，却被莫名的超自然的纠缠——“窒息在棺材中”，成了他们的噩梦之源。,20130507125852.jpg,完结,479,NULL,NULL,1,6,6,1,1569943563,1569943563
107,穿越时空爱上你,梅格·瑞安  休·杰克曼  里夫·施雷伯  布瑞金·梅耶,詹姆斯·曼高德,凯特是一家公司的高级主管，现代新女性的典范。凭着聪明才智和果断魅力，她在男性世界中轻松自在地拥有自己的一片天地。李奥是奥尔巴尼公爵（1853—1884），非常英俊且绅士，身处1876年文艺复兴时期的纽约，他是一个最有价值的单身汉，也是电梯的发明者。2个时空相距百年的男女，唯一的共同点就是：他们希望另一半是自己的真爱...,20130507010047.jpg,完结,594,NULL,NULL,1,1,1,1,1569943564,1569943564
